viewing_id,user_id,movie_id,started_at,ended_at,watch_minutes,completion_pct,playback_status,device_type,streaming_quality,viewing_country,rewatch_number,discovery_source
VEW002355,USR0197,MOV0020,2024-09-16T09:31:52Z,2024-09-16T11:15:52Z,94,88,completed,web,SD,KR,0,trending
VEW002356,USR0197,MOV0045,2025-04-15T02:02:16Z,2025-04-15T02:45:16Z,42,30,abandoned,tablet,FHD,KR,0,home_recommendation
VEW002357,USR0197,MOV0169,2026-07-01T12:53:23Z,2026-07-01T14:14:23Z,76,50,abandoned,tablet,HD,KR,0,watchlist
VEW002358,USR0197,MOV0124,2026-04-05T19:03:36Z,2026-04-05T19:26:36Z,18,19,abandoned,tablet,FHD,KR,0,friend_share
VEW002359,USR0197,MOV0072,2024-10-06T07:37:03Z,2024-10-06T08:09:03Z,21,18,abandoned,game_console,FHD,KR,0,watchlist
VEW002360,USR0197,MOV0096,2025-05-09T00:52:29Z,2025-05-09T02:04:29Z,65,57,abandoned,web,4K,KR,0,watchlist
VEW002361,USR0197,MOV0101,2025-12-01T00:09:53Z,2025-12-01T01:50:53Z,97,65,abandoned,web,FHD,KR,0,home_recommendation
VEW002362,USR0197,MOV0144,2025-07-06T02:56:38Z,2025-07-06T03:52:38Z,52,32,abandoned,web,HD,KR,0,search
VEW002363,USR0197,MOV0178,2026-06-17T18:22:10Z,2026-06-17T19:09:10Z,45,39,abandoned,tablet,FHD,KR,0,trending
VEW002364,USR0197,MOV0011,2025-01-19T19:28:00Z,2025-01-19T21:16:00Z,107,96,completed,tablet,FHD,KR,0,home_recommendation
VEW002365,USR0198,MOV0055,2026-02-13T15:06:48Z,2026-02-13T17:27:48Z,130,96,completed,web,HD,KR,0,friend_share
VEW002366,USR0198,MOV0133,2024-01-12T01:14:06Z,2024-01-12T03:46:06Z,135,94,completed,mobile,4K,KR,0,watchlist
VEW002367,USR0198,MOV0093,2026-07-04T00:26:50Z,2026-07-04T02:13:50Z,106,93,completed,smart_tv,HD,KR,0,friend_share
VEW002368,USR0198,MOV0127,2022-04-30T20:30:04Z,2022-04-30T22:09:04Z,95,92,completed,mobile,4K,KR,0,friend_share
VEW002369,USR0198,MOV0128,2024-09-10T19:40:12Z,2024-09-10T20:55:12Z,57,63,abandoned,mobile,SD,KR,0,watchlist
VEW002370,USR0198,MOV0063,2026-05-18T00:24:28Z,2026-05-18T02:27:28Z,111,96,completed,tablet,FHD,KR,0,watchlist
VEW002371,USR0198,MOV0010,2025-12-10T02:33:07Z,2025-12-10T04:12:07Z,85,66,abandoned,smart_tv,HD,KR,0,search
VEW002372,USR0198,MOV0106,2026-05-25T06:06:37Z,2026-05-25T07:11:37Z,49,42,abandoned,smart_tv,FHD,KR,0,watchlist
VEW002373,USR0198,MOV0051,2025-12-01T06:41:39Z,2025-12-01T08:18:39Z,84,72,abandoned,tablet,HD,KR,0,friend_share
VEW002374,USR0198,MOV0177,2023-10-11T06:55:21Z,2023-10-11T08:16:21Z,63,89,completed,mobile,HD,KR,0,trending
VEW002375,USR0198,MOV0023,2023-01-10T21:25:29Z,2023-01-10T22:10:29Z,42,28,abandoned,mobile,HD,KR,0,trending
VEW002376,USR0198,MOV0017,2025-01-04T14:51:47Z,2025-01-04T15:38:47Z,40,39,abandoned,game_console,4K,KR,0,friend_share
VEW002377,USR0199,MOV0036,2025-08-16T13:28:47Z,2025-08-16T15:31:47Z,106,100,completed,web,FHD,KR,0,watchlist
VEW002378,USR0199,MOV0001,2024-11-09T16:48:56Z,2024-11-09T19:10:56Z,142,100,completed,game_console,4K,KR,0,home_recommendation
VEW002379,USR0199,MOV0181,2024-06-12T14:00:13Z,2024-06-12T16:34:13Z,141,97,completed,tablet,HD,KR,0,watchlist
VEW002380,USR0199,MOV0163,2026-07-14T09:23:17Z,2026-07-14T10:39:17Z,73,59,abandoned,smart_tv,4K,KR,0,trending
VEW002381,USR0199,MOV0196,2026-06-04T01:00:11Z,2026-06-04T02:49:11Z,99,82,abandoned,game_console,4K,KR,0,friend_share
VEW002382,USR0199,MOV0021,2026-03-10T12:52:33Z,2026-03-10T15:36:33Z,155,96,completed,smart_tv,SD,KR,0,watchlist
VEW002383,USR0199,MOV0105,2024-08-10T14:50:03Z,2024-08-10T15:48:03Z,57,51,abandoned,mobile,FHD,KR,0,friend_share
VEW002384,USR0199,MOV0165,2026-07-11T21:22:45Z,2026-07-11T22:21:45Z,50,41,abandoned,web,SD,KR,0,search
VEW002385,USR0199,MOV0109,2026-05-16T15:21:10Z,2026-05-16T17:14:10Z,111,87,completed,game_console,HD,KR,0,home_recommendation
VEW002386,USR0199,MOV0144,2024-10-25T20:54:18Z,2024-10-25T23:18:18Z,143,88,completed,smart_tv,FHD,KR,0,watchlist
VEW002387,USR0199,MOV0159,2025-03-11T02:33:15Z,2025-03-11T03:48:15Z,72,53,abandoned,tablet,SD,KR,0,friend_share
VEW002388,USR0199,MOV0024,2023-11-03T23:50:45Z,2023-11-04T00:54:45Z,60,49,abandoned,mobile,SD,KR,0,home_recommendation
VEW002389,USR0200,MOV0199,2025-05-07T01:10:53Z,2025-05-07T03:11:53Z,110,100,completed,mobile,FHD,KR,0,home_recommendation
VEW002390,USR0200,MOV0065,2025-12-26T20:04:21Z,2025-12-26T22:19:21Z,117,91,completed,game_console,4K,KR,0,home_recommendation
VEW002391,USR0200,MOV0183,2026-07-16T22:40:28Z,2026-07-17T00:38:28Z,103,93,completed,tablet,HD,KR,0,home_recommendation
VEW002392,USR0200,MOV0012,2025-10-09T17:30:46Z,2025-10-09T19:40:46Z,112,83,abandoned,web,FHD,KR,0,home_recommendation
VEW002393,USR0200,MOV0059,2025-06-01T01:11:24Z,2025-06-01T03:05:24Z,98,71,abandoned,web,HD,KR,0,watchlist
VEW002394,USR0200,MOV0049,2025-08-02T14:58:00Z,2025-08-02T17:04:00Z,125,87,completed,tablet,4K,KR,0,watchlist
VEW002395,USR0200,MOV0179,2026-07-13T23:10:55Z,2026-07-14T00:56:55Z,98,75,abandoned,tablet,4K,KR,0,watchlist
VEW002396,USR0200,MOV0039,2025-05-22T07:58:57Z,2025-05-22T08:52:57Z,49,31,abandoned,smart_tv,SD,KR,0,search
VEW002397,USR0200,MOV0032,2026-05-04T18:12:13Z,2026-05-04T19:32:13Z,74,49,abandoned,tablet,SD,KR,0,trending
VEW002398,USR0200,MOV0172,2026-06-05T16:06:32Z,2026-06-05T16:52:32Z,39,29,abandoned,web,HD,KR,0,trending
VEW002399,USR0200,MOV0072,2025-06-25T10:12:02Z,2025-06-25T11:22:02Z,63,55,abandoned,mobile,HD,KR,0,home_recommendation
VEW002400,USR0200,MOV0123,2026-04-30T08:26:21Z,2026-04-30T09:42:21Z,69,67,abandoned,smart_tv,HD,KR,0,home_recommendation
VEW002401,USR0201,MOV0122,2026-03-09T21:24:09Z,2026-03-09T23:48:09Z,132,100,completed,smart_tv,4K,KR,0,friend_share
VEW002402,USR0201,MOV0100,2026-04-25T14:21:31Z,2026-04-25T16:13:31Z,109,96,completed,tablet,FHD,KR,0,friend_share
VEW002403,USR0201,MOV0023,2025-04-28T22:26:10Z,2025-04-29T00:58:10Z,135,90,completed,mobile,4K,KR,0,trending
VEW002404,USR0201,MOV0091,2026-04-25T04:56:02Z,2026-04-25T05:48:02Z,45,39,abandoned,tablet,FHD,KR,0,search
VEW002405,USR0201,MOV0040,2026-06-29T08:03:48Z,2026-06-29T09:38:48Z,86,78,abandoned,smart_tv,SD,KR,0,home_recommendation
VEW002406,USR0201,MOV0186,2026-04-30T03:29:46Z,2026-04-30T05:19:46Z,97,64,abandoned,tablet,4K,KR,0,home_recommendation
VEW002407,USR0201,MOV0130,2026-05-01T22:06:23Z,2026-05-01T23:03:23Z,47,37,abandoned,game_console,4K,KR,0,home_recommendation
VEW002408,USR0201,MOV0160,2026-06-27T06:47:55Z,2026-06-27T08:39:55Z,95,90,completed,smart_tv,4K,KR,0,search
VEW002409,USR0201,MOV0149,2024-10-16T04:24:05Z,2024-10-16T06:10:05Z,94,66,abandoned,web,FHD,KR,0,trending
VEW002410,USR0201,MOV0059,2025-10-18T13:26:06Z,2025-10-18T15:05:06Z,86,62,abandoned,game_console,FHD,KR,0,trending
VEW002411,USR0201,MOV0055,2026-05-01T00:08:07Z,2026-05-01T01:40:07Z,78,58,abandoned,game_console,FHD,KR,0,trending
VEW002412,USR0201,MOV0123,2024-12-28T15:54:30Z,2024-12-28T16:32:30Z,32,31,abandoned,web,HD,KR,0,watchlist
VEW002413,USR0202,MOV0134,2025-01-01T18:19:02Z,2025-01-01T19:50:02Z,90,89,completed,game_console,FHD,KR,0,home_recommendation
VEW002414,USR0202,MOV0040,2025-04-21T09:42:37Z,2025-04-21T11:38:37Z,105,95,completed,smart_tv,4K,KR,0,home_recommendation
VEW002415,USR0202,MOV0198,2025-08-30T08:05:08Z,2025-08-30T10:05:08Z,114,100,completed,mobile,SD,KR,0,watchlist
VEW002416,USR0202,MOV0018,2026-05-02T05:31:41Z,2026-05-02T06:15:41Z,39,34,abandoned,web,FHD,KR,0,watchlist
VEW002417,USR0202,MOV0027,2025-04-09T05:17:48Z,2025-04-09T06:10:48Z,47,46,abandoned,smart_tv,HD,KR,0,trending
VEW002418,USR0202,MOV0165,2025-02-06T22:39:14Z,2025-02-06T23:21:14Z,41,34,abandoned,web,4K,KR,0,search
VEW002419,USR0202,MOV0010,2025-02-12T11:15:21Z,2025-02-12T12:07:21Z,41,32,abandoned,web,HD,KR,0,trending
VEW002420,USR0202,MOV0031,2025-09-07T20:43:29Z,2025-09-07T21:12:29Z,29,30,abandoned,mobile,HD,KR,0,home_recommendation
VEW002421,USR0202,MOV0107,2025-11-29T01:34:34Z,2025-11-29T01:59:34Z,25,25,abandoned,game_console,FHD,KR,0,watchlist
VEW002422,USR0202,MOV0110,2026-05-13T04:49:14Z,2026-05-13T05:53:14Z,50,32,abandoned,mobile,SD,KR,0,home_recommendation
VEW002423,USR0202,MOV0118,2026-05-22T19:10:00Z,2026-05-22T19:34:00Z,19,18,abandoned,mobile,SD,KR,0,friend_share
VEW002424,USR0202,MOV0104,2026-03-20T14:47:44Z,2026-03-20T16:49:44Z,111,68,abandoned,game_console,SD,KR,0,home_recommendation
VEW002425,USR0203,MOV0200,2025-12-30T18:37:38Z,2025-12-30T20:08:38Z,91,99,completed,smart_tv,SD,KR,0,search
VEW002426,USR0203,MOV0141,2026-07-01T15:41:35Z,2026-07-01T17:27:35Z,94,95,completed,tablet,HD,KR,0,watchlist
VEW002427,USR0203,MOV0107,2026-02-09T10:33:19Z,2026-02-09T12:12:19Z,87,89,completed,game_console,HD,KR,0,search
VEW002428,USR0203,MOV0163,2026-05-02T07:52:29Z,2026-05-02T09:16:29Z,76,61,abandoned,tablet,4K,KR,0,search
VEW002429,USR0203,MOV0120,2024-02-06T19:21:40Z,2024-02-06T20:33:40Z,57,61,abandoned,game_console,HD,KR,0,watchlist
VEW002430,USR0203,MOV0174,2022-10-01T05:52:41Z,2022-10-01T06:49:41Z,39,30,abandoned,mobile,HD,KR,0,watchlist
VEW002431,USR0203,MOV0020,2024-08-16T22:12:44Z,2024-08-16T23:59:44Z,91,85,completed,web,4K,KR,0,watchlist
VEW002432,USR0203,MOV0050,2026-03-20T00:32:39Z,2026-03-20T02:39:39Z,124,87,completed,web,4K,KR,0,home_recommendation
VEW002433,USR0203,MOV0025,2026-06-09T10:11:26Z,2026-06-09T12:25:26Z,127,81,abandoned,game_console,SD,KR,0,search
VEW002434,USR0203,MOV0054,2026-07-16T22:38:35Z,2026-07-17T00:06:35Z,76,71,abandoned,web,HD,KR,0,search
VEW002435,USR0203,MOV0028,2022-08-31T12:53:41Z,2022-08-31T13:54:41Z,43,41,abandoned,tablet,FHD,KR,0,trending
VEW002436,USR0203,MOV0046,2025-05-01T07:56:13Z,2025-05-01T08:33:13Z,32,26,abandoned,game_console,4K,KR,0,friend_share
VEW002437,USR0204,MOV0148,2026-02-28T01:12:26Z,2026-02-28T03:07:26Z,114,99,completed,smart_tv,4K,KR,0,trending
VEW002438,USR0204,MOV0156,2024-09-30T13:10:49Z,2024-09-30T14:58:49Z,97,100,completed,web,FHD,KR,0,friend_share
VEW002439,USR0204,MOV0053,2026-04-02T19:02:16Z,2026-04-02T20:32:16Z,90,92,completed,web,FHD,KR,0,search
VEW002440,USR0204,MOV0078,2026-01-01T19:10:49Z,2026-01-01T20:51:49Z,92,81,abandoned,tablet,4K,KR,0,watchlist
VEW002441,USR0204,MOV0042,2026-03-14T11:01:21Z,2026-03-14T12:13:21Z,71,56,abandoned,tablet,FHD,KR,0,trending
VEW002442,USR0204,MOV0075,2026-02-22T02:04:08Z,2026-02-22T03:33:08Z,85,73,abandoned,web,SD,KR,0,friend_share
VEW002443,USR0204,MOV0153,2025-01-04T01:14:50Z,2025-01-04T02:18:50Z,53,37,abandoned,tablet,FHD,KR,0,search
VEW002444,USR0204,MOV0060,2026-05-15T14:38:59Z,2026-05-15T15:17:59Z,30,20,abandoned,web,FHD,KR,0,search
VEW002445,USR0204,MOV0023,2025-07-16T21:03:47Z,2025-07-16T22:55:47Z,99,66,abandoned,game_console,FHD,KR,0,home_recommendation
VEW002446,USR0204,MOV0107,2026-03-18T08:00:49Z,2026-03-18T09:32:49Z,89,91,completed,smart_tv,FHD,KR,0,watchlist
VEW002447,USR0204,MOV0151,2025-02-22T18:40:56Z,2025-02-22T19:38:56Z,49,53,abandoned,tablet,SD,KR,0,watchlist
VEW002448,USR0204,MOV0120,2023-11-29T07:15:30Z,2023-11-29T08:06:30Z,41,44,abandoned,smart_tv,4K,KR,0,trending
VEW002449,USR0205,MOV0130,2022-05-15T02:12:23Z,2022-05-15T04:26:23Z,118,94,completed,game_console,HD,KR,0,home_recommendation
VEW002450,USR0205,MOV0071,2025-10-17T03:49:34Z,2025-10-17T05:32:34Z,98,93,completed,smart_tv,FHD,KR,0,watchlist
VEW002451,USR0205,MOV0133,2025-08-05T06:22:12Z,2025-08-05T08:47:12Z,137,95,completed,web,FHD,KR,0,home_recommendation
VEW002452,USR0205,MOV0045,2026-06-06T18:46:36Z,2026-06-06T19:29:36Z,35,25,abandoned,game_console,SD,KR,0,trending
VEW002453,USR0205,MOV0161,2024-03-29T02:15:32Z,2024-03-29T04:05:32Z,97,64,abandoned,tablet,HD,KR,0,home_recommendation
VEW002454,USR0205,MOV0030,2024-01-12T06:27:54Z,2024-01-12T07:26:54Z,48,42,abandoned,game_console,SD,KR,0,trending
VEW002455,USR0205,MOV0006,2022-08-14T14:47:18Z,2022-08-14T16:45:18Z,110,76,abandoned,web,SD,KR,0,watchlist
VEW002456,USR0205,MOV0173,2025-02-02T14:48:14Z,2025-02-02T16:50:14Z,113,83,abandoned,mobile,HD,KR,0,friend_share
VEW002457,USR0205,MOV0005,2026-03-19T18:25:17Z,2026-03-19T19:56:17Z,88,88,completed,game_console,FHD,KR,0,search
VEW002458,USR0205,MOV0060,2026-07-13T22:50:49Z,2026-07-13T23:46:49Z,56,37,abandoned,game_console,SD,KR,0,search
VEW002459,USR0205,MOV0041,2026-05-08T17:56:49Z,2026-05-08T20:31:49Z,141,92,completed,smart_tv,FHD,KR,0,friend_share
VEW002460,USR0205,MOV0108,2026-07-02T22:47:40Z,2026-07-03T00:40:40Z,95,81,abandoned,tablet,HD,KR,0,home_recommendation
VEW002461,USR0206,MOV0159,2024-04-23T09:45:53Z,2024-04-23T11:57:53Z,128,94,completed,smart_tv,4K,KR,0,search
VEW002462,USR0206,MOV0057,2024-08-18T09:14:41Z,2024-08-18T10:49:41Z,87,88,completed,game_console,SD,KR,0,friend_share
VEW002463,USR0206,MOV0152,2026-03-21T23:03:57Z,2026-03-22T00:55:57Z,110,88,completed,smart_tv,4K,KR,0,friend_share
VEW002464,USR0206,MOV0014,2024-05-08T01:26:35Z,2024-05-08T03:04:35Z,90,66,abandoned,web,HD,KR,0,watchlist
VEW002465,USR0206,MOV0199,2024-12-30T09:48:04Z,2024-12-30T11:20:04Z,80,73,abandoned,web,4K,KR,0,search
VEW002466,USR0206,MOV0034,2024-07-19T23:24:23Z,2024-07-20T00:39:23Z,69,68,abandoned,game_console,FHD,KR,0,trending
VEW002467,USR0206,MOV0101,2025-03-06T06:55:02Z,2025-03-06T07:41:02Z,46,31,abandoned,tablet,HD,KR,0,home_recommendation
VEW002468,USR0206,MOV0135,2025-03-13T21:57:10Z,2025-03-14T00:09:10Z,131,95,completed,mobile,HD,KR,0,friend_share
VEW002469,USR0206,MOV0044,2025-12-06T12:42:53Z,2025-12-06T15:23:53Z,148,92,completed,web,SD,KR,0,trending
VEW002470,USR0206,MOV0143,2025-11-05T00:10:21Z,2025-11-05T01:27:21Z,69,66,abandoned,tablet,SD,KR,0,friend_share
VEW002471,USR0206,MOV0156,2025-09-07T22:28:03Z,2025-09-07T23:28:03Z,45,46,abandoned,web,4K,KR,0,search
VEW002472,USR0206,MOV0164,2025-02-13T22:27:02Z,2025-02-13T23:39:02Z,61,47,abandoned,smart_tv,HD,KR,0,friend_share
VEW002473,USR0207,MOV0109,2026-01-03T23:47:47Z,2026-01-04T02:04:47Z,125,98,completed,mobile,FHD,KR,0,friend_share
VEW002474,USR0207,MOV0040,2024-06-28T20:39:18Z,2024-06-28T22:29:18Z,109,99,completed,mobile,SD,KR,0,trending
VEW002475,USR0207,MOV0002,2026-07-19T07:06:34Z,2026-07-19T08:39:34Z,92,89,completed,smart_tv,FHD,KR,0,search
VEW002476,USR0207,MOV0190,2024-08-11T14:12:06Z,2024-08-11T16:46:06Z,146,91,completed,smart_tv,SD,KR,0,trending
VEW002477,USR0207,MOV0073,2022-11-23T18:56:00Z,2022-11-23T19:48:00Z,39,24,abandoned,mobile,4K,KR,0,trending
VEW002478,USR0207,MOV0052,2025-10-08T17:52:20Z,2025-10-08T19:53:20Z,118,73,abandoned,smart_tv,4K,KR,0,watchlist
VEW002479,USR0207,MOV0016,2026-06-11T23:05:45Z,2026-06-11T23:53:45Z,41,29,abandoned,mobile,4K,KR,0,home_recommendation
VEW002480,USR0207,MOV0191,2026-01-25T04:32:42Z,2026-01-25T05:47:42Z,63,39,abandoned,mobile,FHD,KR,0,home_recommendation
VEW002481,USR0207,MOV0175,2025-04-10T19:14:09Z,2025-04-10T21:10:09Z,112,98,completed,tablet,4K,KR,0,watchlist
VEW002482,USR0207,MOV0196,2025-06-25T07:47:34Z,2025-06-25T09:07:34Z,69,57,abandoned,mobile,FHD,KR,0,friend_share
VEW002483,USR0207,MOV0156,2024-04-10T19:48:48Z,2024-04-10T20:26:48Z,34,35,abandoned,mobile,SD,KR,0,watchlist
VEW002484,USR0207,MOV0023,2024-05-20T23:48:00Z,2024-05-21T01:47:00Z,117,78,abandoned,web,SD,KR,0,friend_share
VEW002485,USR0208,MOV0200,2026-04-11T16:54:02Z,2026-04-11T18:39:02Z,90,98,completed,mobile,FHD,KR,0,friend_share
VEW002486,USR0208,MOV0042,2026-05-22T00:42:47Z,2026-05-22T02:54:47Z,116,91,completed,game_console,FHD,KR,0,search
VEW002487,USR0208,MOV0025,2026-05-19T11:19:48Z,2026-05-19T14:04:48Z,151,96,completed,mobile,SD,KR,0,trending
VEW002488,USR0208,MOV0101,2026-04-05T13:17:13Z,2026-04-05T14:36:13Z,64,43,abandoned,game_console,FHD,KR,0,watchlist
VEW002489,USR0208,MOV0002,2026-01-14T01:45:32Z,2026-01-14T02:44:32Z,57,55,abandoned,web,HD,KR,0,home_recommendation
VEW002490,USR0208,MOV0127,2025-11-28T22:35:57Z,2025-11-28T23:08:57Z,24,23,abandoned,game_console,HD,KR,0,trending
VEW002491,USR0208,MOV0191,2026-07-08T19:34:26Z,2026-07-08T21:14:26Z,94,58,abandoned,tablet,HD,KR,0,watchlist
VEW002492,USR0208,MOV0060,2026-04-20T17:59:17Z,2026-04-20T19:29:17Z,74,49,abandoned,web,4K,KR,0,friend_share
VEW002493,USR0208,MOV0185,2026-06-16T23:52:24Z,2026-06-17T01:29:24Z,88,57,abandoned,smart_tv,SD,KR,0,watchlist
VEW002494,USR0208,MOV0118,2026-04-27T00:47:11Z,2026-04-27T02:05:11Z,71,69,abandoned,tablet,4K,KR,0,search
VEW002495,USR0208,MOV0078,2026-05-01T03:05:30Z,2026-05-01T04:39:30Z,92,81,abandoned,web,4K,KR,0,friend_share
VEW002496,USR0208,MOV0049,2026-01-11T13:56:06Z,2026-01-11T15:23:06Z,85,59,abandoned,web,HD,KR,0,watchlist
VEW002497,USR0209,MOV0133,2025-12-26T00:28:59Z,2025-12-26T02:52:59Z,131,91,completed,web,4K,KR,0,watchlist
VEW002498,USR0209,MOV0152,2025-10-06T07:19:59Z,2025-10-06T09:13:59Z,114,91,completed,smart_tv,FHD,KR,0,friend_share
VEW002499,USR0209,MOV0040,2026-03-03T06:23:46Z,2026-03-03T08:20:46Z,109,99,completed,web,SD,KR,0,search
VEW002500,USR0209,MOV0069,2026-03-28T16:56:23Z,2026-03-28T18:31:23Z,92,99,completed,smart_tv,FHD,KR,0,search
VEW002501,USR0209,MOV0157,2026-02-04T10:10:28Z,2026-02-04T11:19:28Z,56,75,abandoned,tablet,FHD,KR,0,home_recommendation
VEW002502,USR0209,MOV0077,2026-05-13T11:50:43Z,2026-05-13T12:53:43Z,49,52,abandoned,game_console,SD,KR,0,friend_share
VEW002503,USR0209,MOV0128,2026-04-15T09:41:19Z,2026-04-15T11:03:19Z,78,86,completed,web,FHD,KR,0,home_recommendation
VEW002504,USR0209,MOV0181,2025-11-13T18:02:08Z,2025-11-13T18:49:08Z,29,20,abandoned,mobile,SD,KR,0,search
VEW002505,USR0209,MOV0055,2026-02-10T06:27:44Z,2026-02-10T07:05:44Z,36,27,abandoned,web,FHD,KR,0,trending
VEW002506,USR0209,MOV0031,2026-01-30T16:34:49Z,2026-01-30T17:48:49Z,68,71,abandoned,mobile,FHD,KR,0,watchlist
VEW002507,USR0209,MOV0004,2026-06-27T19:41:46Z,2026-06-27T20:52:46Z,57,44,abandoned,game_console,4K,KR,0,watchlist
VEW002508,USR0209,MOV0184,2026-01-17T21:07:48Z,2026-01-17T22:38:48Z,81,79,abandoned,game_console,HD,KR,0,search
VEW002509,USR0210,MOV0193,2025-07-25T09:39:22Z,2025-07-25T11:41:22Z,120,89,completed,game_console,FHD,KR,0,friend_share
VEW002510,USR0210,MOV0196,2025-06-12T10:59:49Z,2025-06-12T13:09:49Z,113,93,completed,web,SD,KR,0,trending
VEW002511,USR0210,MOV0159,2026-07-09T18:48:55Z,2026-07-09T20:53:55Z,120,88,completed,mobile,4K,KR,0,home_recommendation
VEW002512,USR0210,MOV0032,2026-02-22T21:37:27Z,2026-02-22T23:57:27Z,138,91,completed,smart_tv,4K,KR,0,home_recommendation
VEW002513,USR0210,MOV0038,2026-06-24T09:38:00Z,2026-06-24T11:01:00Z,82,73,abandoned,smart_tv,SD,KR,0,watchlist
VEW002514,USR0210,MOV0195,2026-02-22T11:18:14Z,2026-02-22T12:55:14Z,96,63,abandoned,mobile,SD,KR,0,watchlist
VEW002515,USR0210,MOV0011,2025-03-26T05:30:02Z,2025-03-26T07:26:02Z,108,97,completed,tablet,FHD,KR,0,home_recommendation
VEW002516,USR0210,MOV0013,2025-04-28T13:20:55Z,2025-04-28T14:33:55Z,60,43,abandoned,tablet,FHD,KR,0,search
VEW002517,USR0210,MOV0048,2025-11-04T10:21:06Z,2025-11-04T10:56:06Z,19,25,abandoned,tablet,HD,KR,0,home_recommendation
VEW002518,USR0210,MOV0062,2026-07-12T00:36:44Z,2026-07-12T02:32:44Z,109,73,abandoned,game_console,SD,KR,0,trending
VEW002519,USR0210,MOV0139,2026-01-04T07:37:31Z,2026-01-04T08:38:31Z,60,56,abandoned,game_console,SD,KR,0,friend_share
VEW002520,USR0210,MOV0004,2026-05-23T13:19:05Z,2026-05-23T15:27:05Z,121,94,completed,tablet,FHD,KR,0,friend_share
VEW002521,USR0211,MOV0157,2023-06-14T11:39:00Z,2023-06-14T13:00:00Z,71,94,completed,smart_tv,HD,KR,0,search
VEW002522,USR0211,MOV0155,2026-07-04T08:51:12Z,2026-07-04T11:05:12Z,122,100,completed,game_console,SD,KR,0,home_recommendation
VEW002523,USR0211,MOV0051,2025-12-16T03:31:52Z,2025-12-16T05:22:52Z,107,92,completed,tablet,4K,KR,0,friend_share
VEW002524,USR0211,MOV0132,2024-07-02T11:43:12Z,2024-07-02T13:24:12Z,85,89,completed,tablet,HD,KR,0,home_recommendation
VEW002525,USR0211,MOV0133,2026-06-26T20:43:11Z,2026-06-26T22:30:11Z,92,64,abandoned,tablet,HD,KR,0,home_recommendation
VEW002526,USR0211,MOV0173,2024-05-05T18:00:32Z,2024-05-05T18:45:32Z,42,31,abandoned,smart_tv,HD,KR,0,search
VEW002527,USR0211,MOV0140,2026-01-10T00:16:45Z,2026-01-10T02:09:45Z,95,76,abandoned,smart_tv,4K,KR,0,home_recommendation
VEW002528,USR0211,MOV0062,2026-04-04T00:18:25Z,2026-04-04T02:34:25Z,119,80,abandoned,web,FHD,KR,0,trending
VEW002529,USR0211,MOV0200,2026-04-30T01:04:20Z,2026-04-30T02:41:20Z,86,93,completed,smart_tv,4K,KR,0,watchlist
VEW002530,USR0211,MOV0150,2026-06-24T12:53:49Z,2026-06-24T14:14:49Z,79,64,abandoned,web,FHD,KR,0,trending
VEW002531,USR0211,MOV0002,2025-07-06T01:53:09Z,2025-07-06T02:29:09Z,29,28,abandoned,game_console,FHD,KR,0,search
VEW002532,USR0211,MOV0049,2024-04-25T11:12:14Z,2024-04-25T12:06:14Z,49,34,abandoned,mobile,SD,KR,0,watchlist
VEW002533,USR0212,MOV0178,2026-05-17T17:38:34Z,2026-05-17T19:46:34Z,114,98,completed,tablet,FHD,KR,0,friend_share
VEW002534,USR0212,MOV0067,2026-01-14T08:09:33Z,2026-01-14T09:49:33Z,99,91,completed,mobile,FHD,KR,0,home_recommendation
VEW002535,USR0212,MOV0163,2025-07-15T11:52:21Z,2025-07-15T14:08:21Z,118,95,completed,game_console,HD,KR,0,friend_share
VEW002536,USR0212,MOV0066,2024-09-30T21:58:16Z,2024-10-01T00:25:16Z,136,86,completed,mobile,4K,KR,0,trending
VEW002537,USR0212,MOV0118,2026-05-01T00:45:17Z,2026-05-01T01:36:17Z,50,49,abandoned,tablet,HD,KR,0,home_recommendation
VEW002538,USR0212,MOV0195,2026-03-12T23:54:31Z,2026-03-13T02:04:31Z,122,80,abandoned,tablet,HD,KR,0,search
VEW002539,USR0212,MOV0050,2026-04-23T22:14:19Z,2026-04-24T00:29:19Z,118,83,abandoned,web,HD,KR,0,watchlist
VEW002540,USR0212,MOV0063,2025-12-08T08:27:04Z,2025-12-08T09:08:04Z,30,26,abandoned,web,HD,KR,0,watchlist
VEW002541,USR0212,MOV0147,2026-06-20T12:11:19Z,2026-06-20T13:11:19Z,57,69,abandoned,smart_tv,FHD,KR,0,search
VEW002542,USR0212,MOV0028,2025-12-08T11:37:45Z,2025-12-08T12:26:45Z,34,32,abandoned,smart_tv,4K,KR,0,trending
VEW002543,USR0212,MOV0170,2024-05-30T05:05:33Z,2024-05-30T05:57:33Z,52,48,abandoned,mobile,HD,KR,0,watchlist
VEW002544,USR0212,MOV0137,2026-02-12T01:23:13Z,2026-02-12T02:20:13Z,39,42,abandoned,smart_tv,HD,KR,0,friend_share
VEW002545,USR0213,MOV0165,2026-06-16T07:11:52Z,2026-06-16T09:04:52Z,113,93,completed,tablet,HD,KR,0,watchlist
VEW002546,USR0213,MOV0161,2025-05-07T10:56:37Z,2025-05-07T13:26:37Z,146,97,completed,mobile,4K,KR,0,trending
VEW002547,USR0213,MOV0109,2025-03-23T12:45:27Z,2025-03-23T14:48:27Z,123,96,completed,web,HD,KR,0,friend_share
