critic_review_id,critic_id,movie_id,score_100,letter_grade,review_title,review_text,reviewed_at,verdict,recommended
CRV00301,CRT024,MOV0014,73,B-,보증금 대신 나눈 생활의 규칙,청년 주거의 현실을 따뜻한 연대로 풀지만 집주인 갈등은 쉽게 닫힌다.,2026-07-24T14:01:00Z,recommended,false
CRV00302,CRT024,MOV0051,62,C,월세와 고백이 겉도는 방,주거 문제와 로맨스가 서로의 무게를 덜어내지 못한다.,2026-07-24T14:02:00Z,mixed,false
CRV00303,CRT024,MOV0178,66,C+,고향의 말 사이에 남은 침묵,번역 노동의 고민은 좋지만 결론이 메시지에 치우친다.,2026-07-24T14:03:00Z,mixed,false
CRV00304,CRT024,MOV0190,68,C+,백두대간의 정확한 장비와 익숙한 사람,현장 고증은 탄탄하나 인물의 갈등은 공식적이다.,2026-07-24T14:04:00Z,mixed,false
CRV00305,CRT024,MOV0066,52,D,임시 반장이 만든 영구 소란,생활 코미디가 반복된 고성과 민원에 갇힌다.,2026-07-24T14:05:00Z,skip,false
CRV00306,CRT024,MOV0068,64,C,아버지의 늦은 무대와 빠른 화해,도전의 정서는 좋지만 성장 과정이 압축된다.,2026-07-24T14:06:00Z,mixed,false
CRV00307,CRT024,MOV0118,87,A-,사라지는 목소리를 보관하는 법,소리와 기억의 관계를 독창적인 영상 언어로 구현한다.,2026-07-24T14:07:00Z,must_watch,true
CRV00308,CRT024,MOV0071,68,C+,문 앞에 놓인 웃음의 노동,택배기사의 현실은 좋지만 이웃의 변화가 낙관적이다.,2026-07-24T14:08:00Z,mixed,false
CRV00309,CRT025,MOV0110,56,C-,여우비 우체국에 쌓인 같은 편지,판타지의 아름다움이 반복 서사에 눌린다.,2026-07-25T14:09:00Z,mixed,false
CRV00310,CRT025,MOV0147,72,B-,별똥별 정비사의 야간 교대,우주 장인 세계는 매력적이나 사건의 결말은 무난하다.,2026-07-25T14:10:00Z,recommended,false
CRV00311,CRT025,MOV0111,60,C,그림자의 이름과 흔들리는 규칙,존재론적 질문에 비해 세계의 논리가 약하다.,2026-07-25T14:11:00Z,mixed,false
CRV00312,CRT025,MOV0034,67,C+,벽을 통과하는 타자음의 불안,음향은 좋지만 비밀의 정체가 관습적이다.,2026-07-25T14:12:00Z,mixed,false
CRV00313,CRT025,MOV0133,75,B,녹음되지 않은 비명의 자리,소리의 부재를 공포로 바꾸는 장면들이 인상적이다.,2026-07-25T14:13:00Z,recommended,true
CRV00314,CRT025,MOV0070,60,C,초보 사회자의 예측 가능한 사고,결혼식 코미디의 익숙한 경로를 벗어나지 못한다.,2026-07-25T14:14:00Z,mixed,false
CRV00315,CRT025,MOV0054,58,C-,서로 모르는 사이가 된 얕은 이유,기억 장치가 관계의 복잡성을 단순화한다.,2026-07-25T14:15:00Z,mixed,false
CRV00316,CRT025,MOV0200,89,A-,방패연이 바꾼 전장의 방향,전통 공예와 전술을 역동적으로 결합한 액션이 빛난다.,2026-07-25T14:16:00Z,must_watch,true
CRV00317,CRT025,MOV0141,85,A-,연필 선이 일으킨 푸른 파도,손그림의 질감과 모험의 감정을 아름답게 통일한다.,2026-07-25T14:17:00Z,must_watch,true
CRV00318,CRT025,MOV0102,73,B-,세탁조를 돌리는 생활 도깨비,유머와 위로는 좋지만 후반의 갈등은 안전하다.,2026-07-25T14:18:00Z,recommended,false
CRV00319,CRT025,MOV0094,60,C,무인도 배송 완료 뒤 남은 공백,배달 SF의 출발에 비해 생존 서사가 단순하다.,2026-07-25T14:19:00Z,mixed,false
CRV00320,CRT025,MOV0031,82,B+,잠들지 않는 보관함의 심야 목록,물건과 주인의 비밀을 촘촘하게 교차시킨다.,2026-07-25T14:20:00Z,recommended,true
CRV00321,CRT026,MOV0024,63,C,창문 없는 편의점의 막힌 시야,폐쇄감은 좋지만 범죄의 동기가 충분하지 않다.,2026-07-26T14:21:00Z,mixed,false
CRV00322,CRT026,MOV0137,77,B,울리지 않는 초인종이 만든 긴장,일상 소음의 지연을 공포의 박자로 사용한다.,2026-07-26T14:22:00Z,recommended,true
CRV00323,CRT026,MOV0082,55,C-,기억 세탁의 얼룩진 약관,거래 규칙이 장면마다 변해 윤리적 질문도 흐려진다.,2026-07-26T14:23:00Z,mixed,false
CRV00324,CRT026,MOV0175,86,A-,새벽 네 시의 목소리 노동,상담원의 침묵까지도 정직하게 기록한 드라마다.,2026-07-26T14:24:00Z,must_watch,true
CRV00325,CRT026,MOV0189,95,A+,택시 한 대에 실린 서울의 열두 시간,승객들의 삶과 도시의 밤을 완벽한 리듬으로 연결한다.,2026-07-26T14:25:00Z,must_watch,true
CRV00326,CRT026,MOV0141,83,B+,연필로 그린 바다의 물성,선과 색이 파도의 감정을 생생하게 만든다.,2026-07-26T14:26:00Z,recommended,true
CRV00327,CRT026,MOV0124,59,C-,우물 아래 여름방학의 낮은 수심,향수는 풍부하지만 미스터리가 얕다.,2026-07-26T14:27:00Z,mixed,false
CRV00328,CRT026,MOV0012,47,D,구두를 따라가다 잃은 방향,우연에 의존한 추적이 감정의 여운까지 약하게 만든다.,2026-07-26T14:28:00Z,skip,false
CRV00329,CRT026,MOV0050,62,C,온실 속 여섯 시의 반복,공간의 아름다움이 정체된 인물을 구하지 못한다.,2026-07-26T14:29:00Z,mixed,false
CRV00330,CRT026,MOV0194,72,B-,항공로 27의 안정된 교신,전문성은 좋지만 위기의 반전은 익숙하다.,2026-07-26T14:30:00Z,recommended,false
CRV00331,CRT026,MOV0193,51,D,707호 객차를 맴도는 액션,열차라는 공간을 반복 추격으로 낭비한다.,2026-07-26T14:31:00Z,skip,false
CRV00332,CRT026,MOV0051,71,B-,월세 고지서와 미완의 고백,현실적 대화는 좋지만 로맨스의 봉합이 쉽다.,2026-07-26T14:32:00Z,recommended,false
CRV00333,CRT027,MOV0134,57,C-,13번 문의 오래된 냉기,공간의 공포가 인물의 비논리적 행동에 무너진다.,2026-07-27T14:33:00Z,mixed,false
CRV00334,CRT027,MOV0044,78,B,겨울 바다에 남긴 퇴근 후 한마디,절제된 로맨스의 온도가 좋다.,2026-07-27T14:34:00Z,recommended,true
CRV00335,CRT027,MOV0137,89,A-,초인종이 울리지 않는 완벽한 순간,기다림과 생활 소음만으로 정교한 공포를 완성한다.,2026-07-27T14:35:00Z,must_watch,true
CRV00336,CRT027,MOV0149,84,B+,가장 느린 특급의 정확한 도착,속도 경쟁을 뒤집는 유머가 생동감 있다.,2026-07-27T14:36:00Z,recommended,true
CRV00337,CRT027,MOV0018,82,B+,냉장고가 품은 오래된 겨울,음식의 감각으로 가족의 공백을 섬세하게 복원한다.,2026-07-27T14:37:00Z,recommended,true
CRV00338,CRT027,MOV0055,76,B,첫눈 예약표 밖의 사랑,계절적 정서를 안정적으로 살린 로맨스다.,2026-07-27T14:38:00Z,recommended,true
CRV00339,CRT027,MOV0088,52,D,꿈 백업 실패와 서사의 복구 불가,기술 설정과 감정 모두 일관성이 없다.,2026-07-27T14:39:00Z,skip,false
CRV00340,CRT027,MOV0096,65,C+,화성 막차의 긴 통근 시간,우주 일상은 신선하지만 추격전은 낡았다.,2026-07-27T14:40:00Z,mixed,false
CRV00341,CRT027,MOV0061,62,C,잠입한 부장님이 놓친 조직의 문제,상황 코미디가 해결의 깊이를 대신한다.,2026-07-27T14:41:00Z,mixed,false
CRV00342,CRT027,MOV0042,69,C+,7.5센티미터의 반복된 비유,공간 연출은 좋지만 대사가 감정을 과잉 설명한다.,2026-07-27T14:42:00Z,mixed,false
CRV00343,CRT027,MOV0049,77,B,느리게 번역된 봄밤의 마음,침묵과 주저함을 세심하게 담는다.,2026-07-27T14:43:00Z,recommended,true
CRV00344,CRT027,MOV0077,88,A-,정시 퇴근을 쟁취한 팀의 연대,직장인의 현실과 코미디의 박자를 정확히 맞춘다.,2026-07-27T14:44:00Z,must_watch,true
CRV00345,CRT028,MOV0043,73,B-,접힌 비행운의 미완성 편지,영상은 아름답지만 관계의 결말이 안전하다.,2026-07-28T14:45:00Z,recommended,false
CRV00346,CRT028,MOV0042,72,B-,두 사람 사이의 측정 가능한 망설임,거리의 이미지는 좋지만 감정 변화가 느리다.,2026-07-28T14:46:00Z,recommended,false
CRV00347,CRT028,MOV0166,73,B-,겨울 논에 남은 공동체의 약속,농촌의 계절은 선명하지만 갈등의 유형은 익숙하다.,2026-07-28T14:47:00Z,recommended,false
CRV00348,CRT028,MOV0101,55,C-,달빛 대여점의 긴 이용 약관,세계 설명이 모험의 기쁨을 가린다.,2026-07-28T14:48:00Z,mixed,false
CRV00349,CRT028,MOV0008,75,B,분실물센터가 찾아 준 밤의 달빛,도시인의 잃어버린 마음을 따뜻하게 돌려준다.,2026-07-28T14:49:00Z,recommended,true
CRV00350,CRT028,MOV0021,70,B-,열세 번째 함에 갇힌 익숙한 반전,아파트의 불안은 좋지만 해답은 평범하다.,2026-07-28T14:50:00Z,recommended,false
CRV00351,CRT028,MOV0023,71,B-,17초 음성을 되감는 성실한 수사,복원 과정은 좋지만 범인의 윤곽은 얇다.,2026-07-28T14:51:00Z,recommended,false
CRV00352,CRT028,MOV0080,94,A,가사 로봇의 파업 선언과 가족 혁명,웃음 속에서 돌봄 노동의 불평등을 정확히 짚는다.,2026-07-28T14:52:00Z,must_watch,true
CRV00353,CRT028,MOV0115,74,B-,꿈길 안내소의 야간 민원,잠을 행정화한 발상은 좋지만 에피소드 편차가 있다.,2026-07-28T14:53:00Z,recommended,false
CRV00354,CRT028,MOV0129,89,A-,반지하에 밀려온 파도의 압력,주거 불안을 청각과 공간의 공포로 완성한다.,2026-07-28T14:54:00Z,must_watch,true
CRV00355,CRT028,MOV0159,84,B+,모래성 우체국의 사라지는 편지,소멸과 기억의 감정을 아름답게 그린다.,2026-07-28T14:55:00Z,recommended,true
CRV00356,CRT028,MOV0099,95,A+,별빛 우체국 마지막 날의 완벽한 작별,폐점의 슬픔을 새로운 연결로 바꾸는 힘이 탁월하다.,2026-07-28T14:56:00Z,must_watch,true
CRV00357,CRT029,MOV0195,81,B+,검은 파도 아래 잠수정의 호흡,수중 작전의 압력과 팀워크가 선명하다.,2026-07-29T14:57:00Z,recommended,true
CRV00358,CRT029,MOV0006,82,B+,바다로 간 마지막 버스의 승객들,각자의 밤을 동해의 새벽으로 아름답게 잇는다.,2026-07-29T14:58:00Z,recommended,true
CRV00359,CRT029,MOV0138,89,A-,새벽 기도 알림의 사적인 침입,스마트폰 소리를 죄책감의 공포로 변환한다.,2026-07-29T14:59:00Z,must_watch,true
CRV00360,CRT029,MOV0013,88,A-,소양강의 침묵이 남긴 겨울,풍경과 정지된 시간으로 깊은 상실을 전달한다.,2026-07-29T15:00:00Z,must_watch,true
CRV00361,CRT029,MOV0123,75,B,거울의 웃음이 어긋난 한 박자,반사의 시간차를 효과적인 공포로 활용한다.,2026-07-29T15:01:00Z,recommended,true
CRV00362,CRT029,MOV0080,84,B+,파업 로봇과 가족의 재협상,대중적 웃음과 노동의 질문을 균형 있게 담는다.,2026-07-29T15:02:00Z,recommended,true
CRV00363,CRT029,MOV0167,90,A,끝나지 않은 야간 교실의 역사,학생과 교사의 기억을 입체적으로 교차한다.,2026-07-29T15:03:00Z,must_watch,true
CRV00364,CRT029,MOV0173,77,B,소리를 만지는 손의 세심한 기록,촉각 통역의 세계를 존중하는 관찰이 돋보인다.,2026-07-29T15:04:00Z,recommended,true
CRV00365,CRT029,MOV0043,81,B+,비행운에 접힌 이별의 방향,하늘의 선과 감정의 망설임을 유려하게 맞춘다.,2026-07-29T15:05:00Z,recommended,true
CRV00366,CRT029,MOV0161,80,B+,시장 문이 열리기 전의 백 가지 박자,상인들의 노동을 활기찬 합창으로 구성한다.,2026-07-29T15:06:00Z,recommended,true
CRV00367,CRT029,MOV0016,61,C,사진관의 마지막 익숙한 비밀,아날로그 촉감에 비해 가족 서사가 진부하다.,2026-07-29T15:07:00Z,mixed,false
CRV00368,CRT029,MOV0108,68,C+,종이배가 도착한 집의 쉬운 화해,환상은 따뜻하지만 갈등의 깊이가 얕다.,2026-07-29T15:08:00Z,mixed,false
CRV00369,CRT030,MOV0186,68,C+,88구역 야간 순찰의 제한 속도,공간의 긴장에 비해 액션의 변화가 적다.,2026-07-30T15:09:00Z,mixed,false
CRV00370,CRT030,MOV0009,83,B+,유리창 너머 들린 가장 가까운 목소리,소리로만 쌓은 관계가 깊은 여운을 남긴다.,2026-07-30T15:10:00Z,recommended,true
CRV00371,CRT030,MOV0168,69,C+,폐어망을 걷어 올린 현장의 손,문제의식은 좋지만 서사적 집중이 부족하다.,2026-07-30T15:11:00Z,mixed,false
CRV00372,CRT030,MOV0021,51,D,열세 번째 택배함의 빈 칸,반전과 인물 모두 예상 범위를 넘지 못한다.,2026-07-30T15:12:00Z,skip,false
CRV00373,CRT030,MOV0050,65,C+,저녁 여섯 시 온실의 고요,아름다운 정적이 반복된 망설임으로 늘어진다.,2026-07-30T15:13:00Z,mixed,false
CRV00374,CRT030,MOV0033,68,C+,22번 부표를 감싼 안개,해상 공간은 좋지만 단서의 논리는 얕다.,2026-07-30T15:14:00Z,mixed,false
CRV00375,CRT030,MOV0138,94,A,기도 알림 한 번으로 흔든 새벽,일상의 장치를 가장 사적인 공포로 정교하게 전환한다.,2026-07-30T15:15:00Z,must_watch,true
CRV00376,CRT030,MOV0078,62,C,사장 부재가 만든 예상된 소동,직원들의 혼란이 익숙한 순서로 반복된다.,2026-07-30T15:16:00Z,mixed,false
CRV00377,CRT030,MOV0147,70,B-,별똥별 정비소의 무난한 야간,세계의 미감은 좋지만 사건은 평이하다.,2026-07-30T15:17:00Z,recommended,false
CRV00378,CRT030,MOV0087,80,B+,우주 엘리베이터 1층의 대기실,거대 기술 아래 인간의 시간을 따뜻하게 본다.,2026-07-30T15:18:00Z,recommended,true
CRV00379,CRT030,MOV0016,55,C-,현상되지 않은 마지막 손님,사진관의 향수가 진부한 반전을 가리지 못한다.,2026-07-30T15:19:00Z,mixed,false
CRV00380,CRT030,MOV0047,66,C+,한강에 머문 말의 잔향,공간은 정서적이나 사랑의 오해는 상투적이다.,2026-07-30T15:20:00Z,mixed,false
CRV00381,CRT031,MOV0019,73,B-,항구의 두 번째 이름을 부르는 사람들,지역의 기억은 풍부하지만 결말은 안전하다.,2026-07-31T15:21:00Z,recommended,false
CRV00382,CRT031,MOV0048,66,C+,두 우편번호가 만든 오랜 오해,편지의 감성에 비해 갈등의 원인은 얕다.,2026-07-31T15:22:00Z,mixed,false
CRV00383,CRT031,MOV0156,67,C+,바다 유리가 품은 옅은 노래,환경과 가족의 두 축이 완전히 합쳐지지 않는다.,2026-07-31T15:23:00Z,mixed,false
CRV00384,CRT031,MOV0089,77,B,내일 날씨의 시장 가격,기후를 거래하는 사회의 불평등을 날카롭게 상상한다.,2026-07-31T15:24:00Z,recommended,true
CRV00385,CRT031,MOV0165,55,C-,수선되지 못한 도시의 연결부,사례와 주장 사이의 편집이 느슨하다.,2026-07-31T15:25:00Z,mixed,false
CRV00386,CRT031,MOV0131,78,B,현관문 밖에 놓인 어제의 시간,일상 공간을 시간의 함정으로 바꾸는 발상이 효과적이다.,2026-07-31T15:26:00Z,recommended,true
CRV00387,CRT031,MOV0198,55,C-,남산 인쇄소의 흐린 활자,시대적 맥락이 장르적 장식으로만 소비된다.,2026-07-31T15:27:00Z,mixed,false
CRV00388,CRT031,MOV0197,75,B,한밤 드론 레이스의 서울 궤적,도심 지형을 활용한 속도감이 준수하다.,2026-07-31T15:28:00Z,recommended,true
CRV00389,CRT031,MOV0021,60,C,열세 번째 함의 익숙한 공포,아파트의 익명성을 더 깊게 파고들지 못한다.,2026-07-31T15:29:00Z,mixed,false
CRV00390,CRT031,MOV0174,88,A-,백 년 씨앗이 견딘 계절,보존가의 노동과 기후 시간을 정직하게 담는다.,2026-07-31T15:30:00Z,must_watch,true
CRV00391,CRT031,MOV0106,58,C-,바람 분실물의 주인 없는 사연,아이디어가 감정의 구체성으로 이어지지 않는다.,2026-07-31T15:31:00Z,mixed,false
CRV00392,CRT031,MOV0102,78,B,도깨비 세탁조가 돌려준 위로,생활의 근심을 유쾌한 마법으로 씻어낸다.,2026-07-31T15:32:00Z,recommended,true
CRV00393,CRT032,MOV0057,76,B,빈자리를 채우지 않는 용기,상실 이후의 시간을 담담하게 존중한다.,2026-08-01T15:33:00Z,recommended,true
CRV00394,CRT032,MOV0024,78,B,창문 없는 편의점의 감시 시선,폐쇄 공간과 야간 노동을 긴장감 있게 결합한다.,2026-08-01T15:34:00Z,recommended,true
CRV00395,CRT032,MOV0133,72,B-,녹음 장치가 놓친 가장 큰 비명,음향은 탁월하지만 인물의 선택은 관습적이다.,2026-08-01T15:35:00Z,recommended,false
CRV00396,CRT032,MOV0155,91,A,녹으면서 완성되는 눈사람의 봄,사라짐을 성장으로 바꾼 아름다운 애니메이션이다.,2026-08-01T15:36:00Z,must_watch,true
CRV00397,CRT032,MOV0060,62,C,자막 없이 지나간 계절의 거리,언어의 차이를 말하지만 관계의 깊이는 충분하지 않다.,2026-08-01T15:37:00Z,mixed,false
CRV00398,CRT032,MOV0128,68,C+,물때표 밖 시간의 섬,고유한 리듬은 좋지만 미스터리의 결론이 약하다.,2026-08-01T15:38:00Z,mixed,false
CRV00399,CRT032,MOV0097,97,A+,전파가 끊긴 아파트의 완벽한 연결,기술 재난과 생활 공동체를 빈틈없이 설계한 걸작이다.,2026-08-01T15:39:00Z,must_watch,true
CRV00400,CRT032,MOV0031,87,A-,보관함이 기록한 잠들지 않는 도시,사물과 사람의 비밀을 세련된 야간 미스터리로 묶는다.,2026-08-01T15:40:00Z,must_watch,true
CRV00401,CRT032,MOV0181,68,C+,철의 강에 묻힌 인물의 목소리,산업 액션의 중량감은 좋지만 관계의 결은 얕다.,2026-08-01T15:41:00Z,mixed,false
CRV00402,CRT032,MOV0090,78,B,정지 버튼 없는 도시의 형식 실험,쉴 틈 없는 편집이 도시인의 피로를 효과적으로 체험시킨다.,2026-08-01T15:42:00Z,recommended,true
CRV00403,CRT032,MOV0193,68,C+,707호 객실의 제한된 속도,열차 액션의 공간감은 좋지만 반복이 잦다.,2026-08-01T15:43:00Z,mixed,false
CRV00404,CRT032,MOV0161,91,A,시장 셔터가 오르는 순간의 합창,백 가지 노동의 소리를 하나의 생생한 리듬으로 완성한다.,2026-08-01T15:44:00Z,must_watch,true
CRV00405,CRT033,MOV0120,52,D,품절된 마법보다 빈 진열대,상점의 장식만 남고 인물의 욕망은 보이지 않는다.,2026-08-02T15:45:00Z,skip,false
CRV00406,CRT033,MOV0107,74,B-,밤을 파는 편의점의 손님 명단,도시 판타지의 정서는 좋지만 에피소드 편차가 크다.,2026-08-02T15:46:00Z,recommended,false
CRV00407,CRT033,MOV0053,90,A,사진 밖 바람을 포착한 시선,보이지 않는 움직임으로 사랑과 상실을 표현한 영상미가 탁월하다.,2026-08-02T15:47:00Z,must_watch,true
CRV00408,CRT033,MOV0194,72,B-,27번 항로의 안정된 긴장,전문 교신은 정확하지만 위기 구조는 익숙하다.,2026-08-02T15:48:00Z,recommended,false
CRV00409,CRT033,MOV0141,69,C+,연필 바다의 아름다운 평면,그림의 질감에 비해 모험의 깊이는 얕다.,2026-08-02T15:49:00Z,mixed,false
CRV00410,CRT033,MOV0048,70,B-,우편번호가 가른 두 사람의 생활,지역 차이는 흥미롭지만 오해의 지속이 작위적이다.,2026-08-02T15:50:00Z,recommended,false
CRV00411,CRT033,MOV0051,53,D,월세와 고백의 불공정 계약,두 주제를 모두 피상적으로 소비한다.,2026-08-02T15:51:00Z,skip,false
CRV00412,CRT033,MOV0176,76,B,연어가 그린 돌아오는 물길,생태 복원의 과정을 정확하고 차분하게 담는다.,2026-08-02T15:52:00Z,recommended,true
CRV00413,CRT033,MOV0177,54,D,열두 사람을 수용하지 못한 무대,인물 나열이 노동의 구체성을 가린다.,2026-08-02T15:53:00Z,skip,false
CRV00414,CRT033,MOV0175,81,B+,새벽 네 시 수화기 너머의 삶,상담원의 감정과 시스템의 압력을 균형 있게 본다.,2026-08-02T15:54:00Z,recommended,true
CRV00415,CRT033,MOV0063,63,C,비밀 계정에 갇힌 가족의 오해,디지털 소재는 좋지만 화해가 지나치게 쉽다.,2026-08-02T15:55:00Z,mixed,false
CRV00416,CRT033,MOV0066,67,C+,임시 반장의 복도 정치,생활 밀착 유머는 좋지만 소동이 길다.,2026-08-02T15:56:00Z,mixed,false
CRV00417,CRT034,MOV0168,63,C,폐어망을 걷어도 남는 질문,현장 정보는 충분하지만 영화적 구조는 평탄하다.,2026-08-03T15:57:00Z,mixed,false
CRV00418,CRT034,MOV0016,69,C+,마지막 사진의 익숙한 빈자리,아날로그 감성은 좋지만 비밀은 예상 가능하다.,2026-08-03T15:58:00Z,mixed,false
CRV00419,CRT034,MOV0103,67,C+,지하철 정원의 불균일한 성장,도시 판타지의 발상은 좋지만 규칙이 느슨하다.,2026-08-03T15:59:00Z,mixed,false
CRV00420,CRT034,MOV0030,55,C-,신호등 없는 밤의 길 잃은 추리,분위기만으로 장르의 빈틈을 메우지 못한다.,2026-08-03T16:00:00Z,mixed,false
CRV00421,CRT034,MOV0129,75,B,반지하 벽을 두드리는 파도 소리,주거 불안을 감각적 공포로 전환하는 힘이 있다.,2026-08-03T16:01:00Z,recommended,true
CRV00422,CRT034,MOV0055,69,C+,첫눈 예약표의 익숙한 설렘,정서는 좋지만 인물의 궤적은 관습적이다.,2026-08-03T16:02:00Z,mixed,false
CRV00423,CRT034,MOV0115,69,C+,꿈길 안내소의 고르지 않은 상담 기록,좋은 발상과 평범한 에피소드가 공존한다.,2026-08-03T16:03:00Z,mixed,false
CRV00424,CRT034,MOV0077,82,B+,정시 퇴근을 위한 가장 현실적인 작전,직장인의 연대를 경쾌하고 구체적으로 그린다.,2026-08-03T16:04:00Z,recommended,true
CRV00425,CRT034,MOV0046,78,B,연두색 자전거가 지난 계절,동네의 변화와 청춘의 속도를 따뜻하게 포착한다.,2026-08-03T16:05:00Z,recommended,true
CRV00426,CRT034,MOV0175,77,B,새벽 콜센터의 절제된 위로,감정 노동을 존중하는 시선이 좋다.,2026-08-03T16:06:00Z,recommended,true
CRV00427,CRT034,MOV0021,57,C-,열세 번째 택배함의 낡은 자물쇠,익명 공동주택의 불안을 새로운 반전으로 발전시키지 못한다.,2026-08-03T16:07:00Z,mixed,false
CRV00428,CRT034,MOV0012,62,C,구두가 남긴 불완전한 발자국,사물의 정서는 좋지만 추적의 인과가 약하다.,2026-08-03T16:08:00Z,mixed,false
CRV00429,CRT035,MOV0144,58,C-,빠른 편지를 배달하는 느린 서사,달팽이 캐릭터 외에 기억할 사건이 부족하다.,2026-08-04T16:09:00Z,mixed,false
CRV00430,CRT035,MOV0052,75,B,플레이리스트 2007의 정확한 선곡,복고에 기대면서도 세대의 기억을 안정적으로 건드린다.,2026-08-04T16:10:00Z,recommended,true
CRV00431,CRT035,MOV0156,84,B+,바다 유리 조각이 부른 가족의 기억,환경과 감정의 선율을 아름답게 맞춘다.,2026-08-04T16:11:00Z,recommended,true
CRV00432,CRT035,MOV0031,74,B-,밤새 깨어 있는 보관함의 사연,도시 야사는 매력적이나 결말의 연결이 다소 억지다.,2026-08-04T16:12:00Z,recommended,false
CRV00433,CRT035,MOV0007,67,C+,월요일마다 출근하는 고양이의 노동,귀여운 풍자 뒤의 전개가 반복된다.,2026-08-04T16:13:00Z,mixed,false
CRV00434,CRT035,MOV0061,59,C-,부장님의 위장이 가리지 못한 진부함,회사 코미디의 익숙한 농담을 되풀이한다.,2026-08-04T16:14:00Z,mixed,false
CRV00435,CRT035,MOV0114,84,B+,천 년 된 판매자의 중고거래 후기,디지털 말투와 고대 설화를 기민하게 충돌시킨다.,2026-08-04T16:15:00Z,recommended,true
CRV00436,CRT035,MOV0124,64,C,우물 아래 여름의 얕은 비밀,향수의 물성은 좋지만 미스터리가 힘을 잃는다.,2026-08-04T16:16:00Z,mixed,false
CRV00437,CRT035,MOV0065,51,D,사과 메뉴의 만료된 농담,한 가지 상황을 지나치게 오래 반복한다.,2026-08-04T16:17:00Z,skip,false
CRV00438,CRT035,MOV0009,87,A-,유리창 너머 목소리가 만든 친밀함,보이지 않는 두 사람의 관계를 섬세한 음향으로 완성한다.,2026-08-04T16:18:00Z,must_watch,true
CRV00439,CRT035,MOV0080,98,A+,파업한 로봇이 다시 쓴 가족 헌법,대중적 웃음과 돌봄 노동의 비판을 완벽하게 결합한다.,2026-08-04T16:19:00Z,must_watch,true
CRV00440,CRT035,MOV0111,57,C-,이름을 얻고도 흐릿한 그림자,철학적 질문에 비해 판타지 규칙이 빈약하다.,2026-08-04T16:20:00Z,mixed,false
CRV00441,CRT036,MOV0052,69,C+,2007년 노래가 메운 서사의 빈칸,음악의 향수는 강하지만 인물은 익숙하다.,2026-08-05T16:21:00Z,mixed,false
CRV00442,CRT036,MOV0187,81,B+,산불선의 정확한 열기,현장 액션과 대원의 판단을 안정적으로 담는다.,2026-08-05T16:22:00Z,recommended,true
CRV00443,CRT036,MOV0172,69,C+,책이 도착한 섬의 고요한 가능성,독서 공동체는 매력적이나 주민의 깊이는 고르지 않다.,2026-08-05T16:23:00Z,mixed,false
CRV00444,CRT036,MOV0192,72,B-,상륙 전야를 기록한 사진사의 시선,전쟁의 긴장은 좋지만 개인 서사의 봉합은 익숙하다.,2026-08-05T16:24:00Z,recommended,false
CRV00445,CRT036,MOV0079,87,A-,동네방송의 가장 인간적인 긴급편성,지역의 작은 기술과 큰 연대를 유쾌하게 보여 준다.,2026-08-05T16:25:00Z,must_watch,true
CRV00446,CRT036,MOV0184,62,C,북항 컨테이너에 갇힌 추격,공간은 강렬하지만 액션이 반복된다.,2026-08-05T16:26:00Z,mixed,false
CRV00447,CRT036,MOV0108,70,B-,종이배가 돌아온 집의 순한 결말,환상의 정서는 좋지만 가족 문제를 쉽게 푼다.,2026-08-05T16:27:00Z,recommended,false
CRV00448,CRT036,MOV0001,94,A,새벽 세탁소가 완성한 도시의 초상,생활의 얼룩을 통해 계급과 관계를 치밀하게 읽는다.,2026-08-05T16:28:00Z,must_watch,true
CRV00449,CRT036,MOV0142,70,B-,첫 배달을 마친 구름이의 무난한 성장,캐릭터는 좋지만 교훈이 직접적이다.,2026-08-05T16:29:00Z,recommended,false
CRV00450,CRT036,MOV0091,74,B-,달 표면 편의점의 야간 노동,우주 생활의 소소한 디테일이 즐겁지만 갈등은 약하다.,2026-08-05T16:30:00Z,recommended,false
CRV00451,CRT036,MOV0162,69,C+,사라지는 간판을 붙든 카메라,도시 기록의 가치는 크지만 분석은 제한적이다.,2026-08-05T16:31:00Z,mixed,false
CRV00452,CRT036,MOV0060,69,C+,자막 없는 계절에 남은 번역의 공백,문화 차이는 좋지만 관계의 내면이 부족하다.,2026-08-05T16:32:00Z,mixed,false
CRV00453,CRT037,MOV0047,62,C,한강변에 머문 미완성 문장,장소의 정서보다 익숙한 오해가 앞선다.,2026-08-06T16:33:00Z,mixed,false
CRV00454,CRT037,MOV0168,64,C,파도와 폐어망의 성실한 현장,문제의식은 분명하지만 영화적 리듬이 평탄하다.,2026-08-06T16:34:00Z,mixed,false
CRV00455,CRT037,MOV0079,98,A+,작은 방송국이 만든 가장 큰 공동체,웃음과 위기 대응을 완벽한 편성표로 엮은 코미디의 정점이다.,2026-08-06T16:35:00Z,must_watch,true
CRV00456,CRT037,MOV0070,59,C-,결혼식 마이크의 같은 실수,소동이 예측 가능한 순서로 흘러간다.,2026-08-06T16:36:00Z,mixed,false
CRV00457,CRT037,MOV0178,68,C+,번역된 고향과 번역되지 않은 상처,주제는 좋지만 인물의 변화가 설명에 의존한다.,2026-08-06T16:37:00Z,mixed,false
