movie_id,title,release_date,primary_genre,genre_detail,production_country,original_language,runtime_minutes,content_rating,director_name,studio_name,production_budget_krw,theatrical_admissions,platform_release_date,is_platform_original,setting,protagonist,core_conflict,keywords,logline
MOV0144,달팽이 우체국의 빠른 편지,2018-06-06,Animation,슬로 라이프 가족 애니메이션,KR,ko,88,ALL,한세아,느림보스튜디오,3700000000,984316,2020-04-30,false,이끼 숲 마을,달팽이 집배원,해 지기 전 생일 편지를 전달한다,달팽이|이끼숲|생일편지,세상에서 가장 느린 집배원이 가장 급한 편지를 맡으며 숲의 지름길 대신 친구들을 선택한다.
MOV0145,도서관을 먹는 책벌레,2023-08-17,Animation,문해력 모험 애니메이션,KR,ko,101,ALL,강단비,책장너머,7100000000,1569112,2024-02-09,false,밤의 어린이도서관,책벌레와 사서 지망생,이야기를 먹어 치우는 검은 벌레를 막는다,책벌레|빈페이지|사다리,단어를 맛으로 기억하는 책벌레가 친구와 함께 하얗게 변한 이야기들을 다시 채운다.
MOV0146,우리 집 괴물은 채식주의자,2022-02-03,Animation,가족 코미디 애니메이션,KR,ko,91,ALL,윤푸름,초록괴물필름,5300000000,1402771,2023-06-02,false,도시 아파트 옷장,겁 많은 꼬마 괴물,가족에게 들키지 않고 텃밭을 만든다,옷장괴물|상추|비밀텃밭,사람을 놀라게 해야 졸업하는 괴물이 고기 대신 채소를 좋아해 아이와 옥상 농사를 시작한다.
MOV0147,별똥별 정비소,2019-12-24,Animation,우주 직업 모험 애니메이션,KR,ko,99,ALL,최마루,코스모키즈,6800000000,1778324,2021-12-17,false,은하 고속도로 휴게소,어린 별 정비사,고장 난 별똥별의 귀향을 돕는다,별똥별|우주렌치|은하휴게소,별의 속도를 듣는 정비사가 궤도를 잃은 별똥별과 함께 사라진 별자리를 찾아간다.
MOV0148,고래가 사는 지하철,2022-10-13,Animation,도시 생태 판타지 애니메이션,KR,ko,103,ALL,임여울,블루라인애니,7600000000,1894550,2023-04-14,false,바닷속 서울 지하철,초등학생 기관사,길 잃은 아기 고래를 종점까지 데려간다,지하철|아기고래|산호역,바닷물이 찬 지하철을 운전하게 된 아이가 아기 고래와 도시 아래 숨은 바다를 탐험한다.
MOV0149,나무늘보 특급열차,2017-04-27,Animation,동물 로드 코미디,KR,ko,86,ALL,송가람,느린기차,4500000000,1054667,2020-01-10,false,열대우림 순환철도,나무늘보 차장,가장 느린 열차로 시간 경주에 참가한다,나무늘보|특급열차|정글역,속도만 중시하는 철도대회에서 나무늘보 차장은 멈춰야만 보이는 위험을 발견한다.
MOV0150,비밀 색연필 12색,2025-03-06,Animation,예술 성장 애니메이션,KR,ko,95,ALL,서유리,컬러박스,5900000000,0,2025-03-06,true,색이 사라진 학교,색약인 전학생,친구들의 감정을 색으로 되돌린다,색연필|회색학교|벽화,모두가 같은 색만 쓰는 학교에서 전학생이 서로 다른 감정의 열두 색을 찾아 거대한 벽화를 완성한다.
MOV0151,반달곰의 여름 일기,2020-07-30,Animation,생태 성장 애니메이션,KR,ko,92,ALL,백하람,숲길애니,5200000000,1210832,2022-04-29,false,지리산 둘레길,어린 반달가슴곰,사람 마을을 피해 엄마를 찾는다,반달곰|둘레길|야생동물통로,길을 잃은 반달곰이 로드킬을 피하려는 동물 친구들과 숲의 끊어진 길을 잇는다.
MOV0152,수상한 양말 짝꿍,2022-11-10,Animation,생활 사물 코미디,KR,ko,84,ALL,오유나,세탁바구니,3900000000,997622,2023-12-22,false,세탁기 뒤 양말도시,짝을 잃은 줄무늬 양말,세탁실 밖의 짝을 찾아간다,양말|세탁기|보풀괴물,한 짝만 남은 양말이 회전문 같은 세탁기를 넘어 잃어버린 짝들의 도시로 모험을 떠난다.
MOV0153,북극여우의 남쪽 여행,2018-01-11,Animation,기후 로드 애니메이션,KR,ko,100,ALL,문가을,하얀꼬리필름,6100000000,1359704,2020-11-20,false,녹아내리는 북극과 한반도,어린 북극여우,눈 냄새를 따라 남쪽으로 이동한다,북극여우|기후변화|철새,눈을 잃은 북극여우가 철새 무리와 함께 사계절이 남은 마지막 산을 찾아간다.
MOV0154,도깨비 방망이 AS센터,2023-03-02,Animation,민속 직업 코미디 애니메이션,KR,ko,98,ALL,김여름,전래동화랩,6700000000,1632108,2023-08-18,false,도깨비 시장 수리골목,견습 수리공,소원을 거꾸로 이루는 방망이를 고친다,도깨비방망이|AS센터|소원,견습 수리공은 고장 난 방망이 때문에 서로의 소원이 뒤바뀐 도깨비 시장을 원래대로 돌린다.
MOV0155,눈사람의 봄 소풍,2016-12-22,Animation,계절 우정 애니메이션,KR,ko,80,ALL,류하늘,첫눈애니,3100000000,872150,2019-12-13,false,산골 초등학교,녹기 싫은 눈사람,친구와 봄꽃을 보러 떠난다,눈사람|보냉가방|봄꽃,봄을 한 번도 보지 못한 눈사람이 아이의 보냉 수레를 타고 남쪽 꽃길로 향한다.
MOV0156,바다 유리의 노래,2021-08-05,Animation,해양 환경 뮤지컬 애니메이션,KR,ko,104,ALL,장소라,파란조각스튜디오,7200000000,1488931,2022-09-23,false,제주 유리해변,소리를 잃은 소라게,파도에 닳은 유리 조각으로 노래를 만든다,바다유리|소라게|해변정화,소라게가 버려진 유리 조각의 소리를 모아 오염된 바다를 깨우는 합창을 시작한다.
MOV0157,엄마 구름 아빠 바람,2019-05-02,Animation,가족 감정 판타지 애니메이션,KR,ko,89,ALL,신해민,하늘가족,4300000000,1098840,2021-06-18,false,날씨 마을,작은 안개 아이,다투는 부모의 폭풍을 멈춘다,가족|날씨|안개,구름 엄마와 바람 아빠가 다투자 작은 안개가 마을의 날씨를 되돌리기 위해 여행한다.
MOV0158,로봇 강아지의 진짜 꼬리,2023-03-23,Animation,로봇 반려동물 성장극,KR,ko,96,ALL,한도윤,메탈펫애니,6500000000,1528700,2024-01-05,false,근미래 반려로봇 학교,폐기 대상 로봇 강아지,감정 오류의 원인을 찾는다,로봇강아지|꼬리센서|입양,꼬리가 멈추지 않는 로봇 강아지가 오류를 고치려다 기쁨을 배우는 중이라는 사실을 알게 된다.
MOV0159,모래성 우체국,2017-08-03,Animation,해변 판타지 애니메이션,KR,ko,87,ALL,조바다,샌드프레임,3600000000,940331,2020-07-24,false,서해 갯벌 모래왕국,게 우체부,밀물 전에 모든 편지를 전한다,모래성|게우체부|밀물,옆걸음만 가능한 게 우체부가 무너지는 모래성 사이를 달려 작별 편지를 배달한다.
MOV0160,내 친구는 투명 공룡,2024-05-02,Animation,상상 친구 가족 애니메이션,KR,ko,93,ALL,고다빈,공룡친구들,5800000000,0,2024-11-08,true,서울 자연사박물관,전학 온 초등학생,아무도 보지 못하는 공룡을 집으로 돌려보낸다,투명공룡|박물관|전학,외로운 전학생은 밤마다 깨어나는 투명 공룡과 함께 사라진 화석 조각을 찾는다.
MOV0161,새벽 시장의 백 가지 목소리,2021-10-14,Documentary,관찰형 시장 다큐멘터리,KR,ko,92,ALL,김윤성,현장기록소,480000000,18420,2022-05-20,false,부산 자갈치시장,새벽 상인 공동체,시장 개장 전 세 시간을 기록한다,새벽시장|경매|노동,해 뜨기 전 시장을 움직이는 경매사와 운반원과 식당 주인의 목소리를 한 계절 동안 따라간다.
MOV0162,사라지는 간판의 글씨,2023-04-06,Documentary,도시 타이포그래피 다큐멘터리,KR,ko,88,ALL,박이든,문자풍경,620000000,27611,2024-02-09,false,전국 구도심 상가,손글씨 간판 화가들,철거되는 간판의 서체를 기록한다,손글씨|간판|도시기억,반세기 동안 붓으로 상호를 써 온 장인들과 사라지는 거리의 표정을 기록한다.
MOV0163,바람을 세는 사람들,2019-02-21,Documentary,과학 노동 다큐멘터리,KR,ko,101,ALL,최민기,필드노트필름,730000000,32180,2021-08-06,false,제주 고산 기상대,기상 관측 연구원들,수치 뒤의 현장 노동을 보여준다,기상관측|태풍|풍속계,태풍이 오는 날에도 관측 장비를 지키는 연구원들의 반복과 긴장을 담는다.
MOV0164,한 그릇의 이주,2022-09-22,Documentary,음식 문화 다큐멘터리,KR,ko,96,ALL,이소현,식탁기록,550000000,41582,2023-11-03,false,경기 안산 다문화 거리,이주민 식당 주인들,고향의 맛이 지역에 자리 잡는 과정을 따라간다,이주음식|시장|가족레시피,서로 다른 나라에서 온 다섯 식당이 한 골목의 새로운 명절 음식을 만드는 과정을 담는다.
MOV0165,수선하는 도시,2020-06-11,Documentary,도시 기술 장인 다큐멘터리,KR,ko,89,ALL,정우람,고쳐쓰는필름,410000000,19843,2022-03-25,false,서울 세운상가,전자제품 수리 장인들,버리지 않고 고치는 기술을 기록한다,세운상가|수리|전자부품,단종된 라디오와 카메라를 살려 내는 장인들의 손과 기억을 가까이서 관찰한다.
MOV0166,겨울 논의 약속,2024-01-04,Documentary,농업 생태 다큐멘터리,KR,ko,104,ALL,윤하준,들녘다큐,680000000,36217,2024-08-30,false,충남 서산 논습지,친환경 농부와 철새 연구자,농사와 철새의 공존 실험을 기록한다,논습지|철새|친환경농업,겨울 철새에게 논을 내어 주는 농부들이 다음 수확의 불확실성을 함께 견딘다.
MOV0167,끝나지 않은 야간 자율학습,2018-11-15,Documentary,교육 구술 다큐멘터리,KR,ko,98,12+,한재희,칠판기억,390000000,15308,2020-05-29,false,폐교한 지방 고등학교,졸업생 세대들,같은 교실의 서로 다른 기억을 모은다,야간자율학습|폐교|구술,스무 해 간격의 졸업생들이 빈 교실에 모여 그 시절의 경쟁과 우정을 다시 말한다.
MOV0168,파도와 폐어망,2021-06-03,Documentary,해양 환경 다큐멘터리,KR,ko,94,ALL,강해진,블루다큐랩,820000000,44751,2022-12-02,false,경남 남해 연안,해녀와 잠수부 봉사팀,바닷속 폐어망 제거 작업을 따라간다,폐어망|해녀|해양생태,세대가 다른 잠수부들이 버려진 그물을 걷어 내며 달라진 바다를 증언한다.
MOV0169,집으로 가는 휠체어,2023-07-13,Documentary,이동권 관찰 다큐멘터리,KR,ko,107,ALL,서진우,함께가는길,750000000,50884,2024-04-05,false,수도권 대중교통,휠체어 이용 시민들,평범한 귀가가 긴 여정이 되는 이유를 기록한다,이동권|대중교통|귀가,같은 목적지를 향한 세 사람의 하루를 통해 도시의 보이지 않는 턱과 기다림을 보여 준다.
MOV0170,우리 동네 마지막 목욕탕,2017-03-02,Documentary,지역 공동체 다큐멘터리,KR,ko,86,ALL,문유정,온기기록소,300000000,22407,2019-09-13,false,대구 오래된 주택가,가족 목욕탕 운영자,폐업 전 마지막 한 달을 담는다,동네목욕탕|단골|폐업,세대의 안부를 이어 온 목욕탕이 문을 닫기 전 단골들이 각자의 마지막 탕에 들어간다.
MOV0171,교대근무,2022-02-10,Documentary,산업 노동 시네마베리테,KR,ko,99,12+,오상민,시프트필름,610000000,33195,2023-08-18,false,울산 산업단지,주야 교대 노동자 가족,서로 다른 시간에 사는 가족을 관찰한다,교대근무|산업단지|가족시간,같은 집에서 거의 만나지 못하는 세 가족의 식사와 수면과 출근을 한 달간 따라간다.
MOV0172,책이 도착하는 섬,2020-04-23,Documentary,교육 문화 다큐멘터리,KR,ko,91,ALL,백승현,섬책방필름,440000000,28431,2021-11-12,false,전남 작은 섬 학교,순회 도서관 사서,배로 책을 전하는 여정을 기록한다,섬학교|이동도서관|책상자,한 달에 한 번 책 상자를 싣고 섬들을 도는 사서와 아이들의 기다림을 담는다.
MOV0173,소리를 만지는 손,2022-12-15,Documentary,장애 예술 다큐멘터리,KR,ko,103,ALL,류민아,촉각프레임,790000000,46972,2023-05-19,false,서울 공연예술센터,청각장애 무용수와 진동 디자이너,진동으로 음악을 번역하는 공연을 만든다,진동|무용|접근성,무용수들이 바닥의 진동과 수어 리듬으로 새로운 공연 언어를 만들어 가는 과정을 기록한다.
MOV0174,백 년 된 씨앗,2019-09-26,Documentary,농업 유산 다큐멘터리,KR,ko,93,ALL,김현우,씨앗창고,520000000,38920,2021-05-07,false,경북 토종씨앗 보관 농가,고령 농부와 젊은 연구자,사라지는 토종 작물의 씨앗을 보존한다,토종씨앗|농부|기후,한 농가의 씨앗 장부를 따라 지역의 맛과 기후 변화의 흔적을 복원한다.
MOV0175,새벽 네 시의 콜센터,2021-12-02,Documentary,감정 노동 관찰 다큐멘터리,KR,ko,102,12+,신은호,보이지않는목소리,650000000,41208,2023-04-21,false,서울 24시간 상담센터,야간 상담사들,전화 너머 위기와 노동을 기록한다,콜센터|야간근무|감정노동,도시가 잠든 시간에 낯선 사람의 불안과 분노를 받아 내는 상담사들의 목소리를 따라간다.
MOV0176,돌아온 연어의 지도,2018-10-04,Documentary,하천 생태 다큐멘터리,KR,ko,97,ALL,한도훈,강의기억,570000000,35519,2020-08-14,false,강원도 동해안 하천,하천 생태 조사팀,연어의 회귀 경로와 도시 개발을 비교한다,연어|하천|회귀,연어가 돌아오는 길을 따라가며 콘크리트 구조물과 사람의 기억이 바꾼 강을 기록한다.
MOV0177,무대 뒤의 열두 사람,2022-04-21,Documentary,공연 노동 다큐멘터리,KR,ko,108,ALL,조세희,백스테이지랩,720000000,54177,2022-09-23,false,서울 대형 뮤지컬 극장,무대 기술 스태프,공연 한 회를 만드는 보이지 않는 노동을 담는다,무대전환|조명|의상,관객이 보지 못하는 열두 명의 스태프가 백이십 분의 공연을 위해 움직이는 하루를 따라간다.
MOV0178,고향을 번역하는 사람,2020-02-06,Documentary,언어 정체성 다큐멘터리,KR,ko,95,ALL,임지수,말과뿌리,460000000,26604,2022-07-15,false,전국 다문화가족센터,지역 통번역 활동가,가족의 감정을 다른 언어로 옮긴다,통번역|다문화가족|정체성,통역사들이 행정 문장과 가족의 속마음 사이에서 선택하는 단어들을 기록한다.
MOV0179,도시의 숨구멍,2023-06-01,Documentary,도시 생태 에세이 다큐멘터리,KR,ko,90,ALL,박지환,틈새다큐,830000000,0,2023-12-15,true,서울 자투리 녹지,도시 생태 관찰자,작은 녹지가 만드는 생명망을 추적한다,자투리땅|곤충|도시숲,주차장 사이 한 평의 풀밭에서 시작해 도시를 잇는 작은 생명들의 이동을 따라간다.
MOV0180,내일도 문을 엽니다,2022-07-07,Documentary,자영업 구술 다큐멘터리,KR,ko,100,ALL,최윤정,영업중필름,700000000,0,2023-02-17,true,전국 소도시 상점가,2대째 가게 주인들,사라지는 골목 상업의 하루를 기록한다,노포|가업|골목상권,부모의 가게를 이어받은 젊은 상인들이 오래된 방식과 새로운 생존법 사이에서 문을 연다.
MOV0181,철의 강을 건너,2021-07-29,Action,산업 재난 액션 드라마,KR,ko,129,15+,김태오,스틸브리지,11800000000,2360144,2022-09-16,false,울산 제철소와 항만,크레인 조종사,붕괴한 컨베이어 위 노동자들을 구조한다,제철소|크레인|화재,크레인 조종사가 연쇄 폭발로 끊어진 철의 통로를 건너 야간조 동료들을 구한다.
MOV0182,경성 전파사 1934,2022-06-09,Action,일제강점기 첩보 액션,KR,ko,138,15+,서강우,경성누아르,16500000000,3128440,2022-12-09,false,1934년 경성 전파사 거리,라디오 수리공,독립운동 암호 방송의 송신기를 옮긴다,진공관|암호방송|경성,라디오 수리공이 고장 난 진공관 속 암호를 발견하고 총독부의 추적을 피해 이동 송신망을 만든다.
MOV0183,해동검의 마지막 사수,2018-11-01,Action,조선 무예 시대극,KR,ko,133,15+,윤도진,백호픽처스,13200000000,2784119,2021-09-17,false,조선 후기 강원 산성,관군 출신 대장장이,마을을 지킬 마지막 검을 벼린다,대장간|산성|해동검,무기를 버린 대장장이가 탐관오리의 사병에 맞서 농민들과 산성의 오래된 방어 장치를 되살린다.
MOV0184,북항 추격선,2022-09-29,Action,항만 범죄 액션,KR,ko,121,15+,박주현,하버액션,9400000000,1907745,2023-04-14,false,부산 북항 재개발구역,예인선 선장,불법 폐기물 운반선을 쫓는다,예인선|컨테이너|야간추격,예인선 선장이 실종된 동생의 신호를 따라 거대한 컨테이너선 사이에서 밀수 조직과 맞선다.
MOV0185,국경 없는 태권도장,2020-01-16,Action,스포츠 휴먼 액션,KR,ko,116,12+,한수호,킥스튜디오,6800000000,1520993,2022-05-27,false,경기 안산 다문화 거리,은퇴한 태권도 선수,철거 위기 도장을 지키는 대회에 나간다,태권도|다문화청소년|팀전,은퇴한 선수가 말이 다른 아이들과 팀을 꾸려 건물주의 상업 대회에 도전한다.
MOV0186,야간 순찰 88구역,2022-12-29,Action,근미래 경찰 액션,KR,ko,126,15+,정도훈,네온액션랩,12100000000,2208671,2024-05-17,false,근미래 인천 자율주행구역,교통 순찰관,해킹된 무인차량 행렬을 멈춘다,자율주행|순찰차|항만도로,구식 운전 기술을 고집하는 순찰관이 통제 불능 무인차량을 직접 몰아 도시 밖으로 유도한다.
MOV0187,산불선 너머,2019-04-04,Action,재난 구조 액션,KR,ko,128,12+,최강민,파이어라인,10900000000,2435990,2021-12-24,false,강원도 산악 마을,산불 진화대장,끊어진 방화선을 다시 연결한다,산불|방화선|헬기,강풍으로 고립된 진화대가 마을 주민들과 오래된 임도를 열어 불길의 방향을 바꾼다.
MOV0188,청해진의 그림자,2023-05-18,Action,해양 역사 첩보극,KR,ko,142,15+,류해성,해로픽처스,17800000000,3512208,2024-03-29,false,통일신라 청해진,상단의 여성 항해사,해상 무역로를 노리는 내부 첩자를 찾는다,청해진|항해술|봉수,항해사는 계절풍 항로를 빼앗으려는 세력에 맞서 상단과 섬 주민들을 연합시킨다.
MOV0189,택시기사 K의 12시간,2017-09-07,Action,도시 실시간 추격극,KR,ko,114,15+,강유찬,미터기필름,7200000000,1783042,2020-03-06,false,서울 전역 심야 도로,개인택시 기사,납치된 승객의 휴대전화를 되찾는다,택시|12시간|블랙박스,택시기사는 차량에 남은 휴대전화 한 대를 단서로 새벽까지 도시를 가로지르는 추격을 시작한다.
MOV0190,백두대간 구조대,2021-10-28,Action,산악 생존 액션,KR,ko,130,12+,이세찬,리지라인필름,13600000000,0,2022-03-18,true,겨울 백두대간,민간 산악구조대원,폭설 속 불법 탐사대를 구한다,백두대간|폭설|구조로프,구조대원은 산사태를 일으킨 불법 탐사팀을 살리면서 증거를 지켜 산을 내려와야 한다.
MOV0191,조선의 첫 배달부,2021-02-11,Action,조선 로드 액션 코미디,KR,ko,120,12+,문도현,역참스튜디오,9700000000,2048433,2022-10-21,false,조선 후기 전국 역참로,역참 파발꾼,왕보다 먼저 백성의 탄원서를 전달한다,파발|역참|탄원서,빠른 말보다 길눈이 좋은 파발꾼이 조작된 세금 장부를 들고 팔도의 추격을 뚫는다.
MOV0192,인천상륙 전야의 사진사,2016-06-23,Action,전쟁 사진 드라마,KR,ko,137,15+,백도현,전선기록,14100000000,2621770,2019-08-30,false,1950년 인천항,민간 사진사,작전 지도와 피란민 사진을 함께 지킨다,전쟁사진|인천항|필름통,사진사는 우연히 찍힌 작전 정보를 지키며 피란민 가족을 안전한 배로 안내한다.
MOV0193,무궁화호 707호,2022-08-04,Action,열차 인질 액션,KR,ko,124,15+,신재호,레일액션,11300000000,2295618,2023-12-15,false,야간 무궁화호 열차,철도 경찰관,통신이 끊긴 열차의 폭발 장치를 찾는다,야간열차|707호|철도경찰,휴가 중이던 철도 경찰관이 객차별 단서를 모아 종착역 전 폭발을 막으려 한다.
MOV0194,항공로 27,2025-01-30,Action,항공 재난 액션,KR,ko,132,12+,오진혁,클리어스카이,15400000000,0,2025-01-30,true,동해 상공과 지방공항,퇴역 공군 조종사,통신 두절 여객기를 유도한다,항공로|통신두절|비상착륙,관제 훈련교관이 된 퇴역 조종사가 연료가 부족한 여객기와 목소리만으로 비상착륙을 시도한다.
MOV0195,검은 파도 작전,2018-07-12,Action,해양 대테러 액션,KR,ko,127,15+,장현준,블랙웨이브,12500000000,2418834,2021-04-02,false,서해 해상풍력단지,해경 특수구조대원,점거된 해상 변전소를 탈환한다,해상풍력|구조대|폭풍,구조대원은 인질과 전력망을 동시에 지키기 위해 폭풍 속 터빈 사이를 건넌다.
MOV0196,왕의 지도 제작자,2020-09-17,Action,조선 지리 모험극,KR,ko,134,12+,김서진,팔도지도,14800000000,2870441,2022-07-08,false,조선 영조대 백두대간,여성 지도 제작자,국경 지도를 빼앗으려는 세력을 따돌린다,고지도|측량|백두대간,지도 제작자는 백성의 길을 지키기 위해 산맥을 넘으며 거짓 국경선을 바로잡는다.
MOV0197,한밤의 드론 레이스,2023-03-30,Action,청춘 테크 액션,KR,ko,112,12+,임건우,에어게이트,8300000000,1708296,2024-06-21,false,서울 한강 드론배송로,정비소 견습생,탈취된 응급 의약품 드론을 쫓는다,드론레이스|한강|응급배송,불법 레이서였던 견습생이 도심 비행망을 가로질러 희귀 혈액을 실은 드론을 되찾는다.
MOV0198,남산 아래 비밀 인쇄소,2019-11-21,Action,1980년대 정치 첩보극,KR,ko,131,15+,윤종수,활자누아르,10100000000,1945117,2021-06-11,false,1987년 서울 남산과 충무로,인쇄공,압수 전 시민 선언문을 배포한다,활판인쇄|추격|1987,인쇄공은 밤새 찍은 선언문을 도시 곳곳에 전달하며 정보기관의 봉쇄망을 돌파한다.
MOV0199,독도 기상대의 하루,2024-06-06,Action,도서 재난 구조극,KR,ko,118,12+,최해성,동해필름,9200000000,1462020,2024-11-29,false,태풍 속 독도 기상대,해양 기상관측원,고장 난 등대와 구조 통신을 복구한다,독도|태풍|기상대,관측원들은 태풍의 눈이 오기 전 조난 어선의 위치를 보내기 위해 절벽 통신탑에 오른다.
MOV0200,마지막 방패연,2024-11-14,Action,조선 공성 액션 드라마,KR,ko,139,15+,한지훈,연과불꽃,17200000000,0,2025-05-16,true,조선 후기 수원 화성,방패연 장인,연 신호로 포위된 성을 구한다,방패연|화성|봉수,연 장인이 바람을 읽는 기술로 적의 화포를 교란하고 성 밖 지원군에 마지막 신호를 보낸다.
